propertyType,price,area,province,district,municipality,wardNo,bhk,furnished,parking,roadAccess,roomType,wifi,floorNumber,meetingRoom,propertyAgeYears
land,19757068,3998.59,Bagmati,Kathmandu,Kathmandu Metropolitan City,25,0,,False,13,,False,0,False,0
home,6875301,867.36,Gandaki,Kaski,Pokhara Metropolitan City,6,1,semi-furnished,True,25,,False,1,False,14
home,39393299,984.85,Bagmati,Lalitpur,Lalitpur Metropolitan City,11,1,semi-furnished,False,20,,False,2,False,39
office,48020,867.78,Gandaki,Kaski,Pokhara Metropolitan City,28,0,fully-furnished,False,13,,False,3,True,25
land,17770405,1614.9,Koshi,Morang,Biratnagar Metropolitan City,25,0,,False,0,,False,0,False,0
room,22323,160.6,Bagmati,Chitwan,Bharatpur Metropolitan City,3,2,semi-furnished,False,0,2bhk,True,3,False,30
room,16711,710.11,Bagmati,Lalitpur,Lalitpur Metropolitan City,25,1,fully-furnished,False,16,single,False,1,False,19
office,112357,2666.07,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,15,0,fully-furnished,True,0,,False,2,False,15
home,30133855,1051.68,Koshi,Jhapa,Birtamode Municipality,6,4,semi-furnished,True,10,,False,4,False,13
home,27058002,3904.87,Bagmati,Kathmandu,Kathmandu Metropolitan City,29,2,semi-furnished,False,25,,False,1,False,33
room,29710,306.11,Koshi,Jhapa,Birtamode Municipality,2,1,fully-furnished,True,20,single,True,2,False,19
room,8396,498.12,Koshi,Jhapa,Birtamode Municipality,12,0,semi-furnished,True,10,single,True,2,False,4
home,10245531,1792.5,Bagmati,Lalitpur,Lalitpur Metropolitan City,14,4,unfurnished,False,13,,False,2,False,12
office,59728,3147.5,Gandaki,Kaski,Pokhara Metropolitan City,12,0,semi-furnished,False,25,,False,4,False,30
room,38848,439.95,Bagmati,Lalitpur,Lalitpur Metropolitan City,26,2,semi-furnished,False,10,studio,True,4,False,13
room,19514,597.57,Bagmati,Lalitpur,Lalitpur Metropolitan City,10,1,semi-furnished,False,13,studio,False,4,False,17
land,34491403,1287.62,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,22,0,,False,10,,False,0,False,0
home,38601395,853.9,Bagmati,Bhaktapur,Bhaktapur Municipality,1,3,semi-furnished,False,16,,False,4,False,23
office,97110,3312.93,Koshi,Jhapa,Birtamode Municipality,20,0,fully-furnished,False,0,,False,2,False,36
home,28392719,4819.81,Bagmati,Bhaktapur,Bhaktapur Municipality,28,5,unfurnished,False,25,,False,3,False,3
office,24522,1439.06,Koshi,Jhapa,Birtamode Municipality,16,0,semi-furnished,True,25,,False,3,False,38
home,43811860,1839.14,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,17,2,fully-furnished,True,30,,False,1,False,24
land,14128233,4466.83,Koshi,Jhapa,Birtamode Municipality,13,0,,False,30,,False,0,False,0
room,42943,550.58,Koshi,Jhapa,Birtamode Municipality,20,2,unfurnished,False,16,2bhk,True,1,False,20
home,31707329,3944.67,Koshi,Morang,Biratnagar Metropolitan City,18,3,fully-furnished,True,30,,False,4,False,0
land,46924173,2957.34,Bagmati,Lalitpur,Lalitpur Metropolitan City,27,0,,False,13,,False,0,False,0
home,14014872,2373.54,Koshi,Jhapa,Birtamode Municipality,12,2,semi-furnished,True,20,,False,1,False,28
home,17262762,1047.72,Gandaki,Kaski,Pokhara Metropolitan City,13,2,semi-furnished,False,16,,False,1,False,40
land,11367239,1068.54,Bagmati,Bhaktapur,Bhaktapur Municipality,19,0,,False,13,,False,0,False,0
room,39319,627.08,Bagmati,Lalitpur,Lalitpur Metropolitan City,2,2,unfurnished,True,0,single,False,1,False,21
land,3487341,2946.04,Bagmati,Kathmandu,Kathmandu Metropolitan City,14,0,,False,16,,False,0,False,0
room,30087,525.91,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,32,2,semi-furnished,False,13,shared,True,3,False,21
office,134436,4883.93,Koshi,Jhapa,Birtamode Municipality,4,0,semi-furnished,True,0,,False,8,False,8
land,19679078,4789.57,Bagmati,Kathmandu,Kathmandu Metropolitan City,18,0,,False,13,,False,0,False,0
office,20410,3403.07,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,27,0,unfurnished,False,0,,False,6,True,20
home,46110376,2480.69,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,32,1,semi-furnished,False,16,,False,1,False,24
home,43379064,4453.41,Bagmati,Chitwan,Bharatpur Metropolitan City,10,5,fully-furnished,True,16,,False,1,False,19
office,145180,4513.12,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,11,0,fully-furnished,False,25,,False,4,True,13
land,4961040,2570.04,Bagmati,Bhaktapur,Bhaktapur Municipality,7,0,,False,10,,False,0,False,0
office,53767,1335.77,Koshi,Morang,Biratnagar Metropolitan City,18,0,unfurnished,False,25,,False,2,True,34
land,41652832,4449.34,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,22,0,,False,30,,False,0,False,0
room,33011,919.15,Bagmati,Lalitpur,Lalitpur Metropolitan City,25,2,fully-furnished,True,13,single,False,1,False,3
room,15609,770.16,Bagmati,Lalitpur,Lalitpur Metropolitan City,13,1,fully-furnished,False,16,1bhk,True,3,False,1
home,26450877,4915.37,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,25,3,unfurnished,True,20,,False,2,False,6
land,22919491,2058.48,Koshi,Jhapa,Birtamode Municipality,30,0,,False,30,,False,0,False,0
office,57144,992.9,Gandaki,Kaski,Pokhara Metropolitan City,30,0,fully-furnished,True,20,,False,6,False,32
room,22136,667.97,Bagmati,Lalitpur,Lalitpur Metropolitan City,31,2,semi-furnished,False,0,shared,True,2,False,27
land,29293780,4384.15,Gandaki,Kaski,Pokhara Metropolitan City,12,0,,False,13,,False,0,False,0
land,48493010,2150.86,Bagmati,Bhaktapur,Bhaktapur Municipality,26,0,,False,16,,False,0,False,0
office,115257,637.57,Koshi,Morang,Biratnagar Metropolitan City,26,0,semi-furnished,False,25,,False,4,False,6
room,27927,864.83,Bagmati,Bhaktapur,Bhaktapur Municipality,4,2,unfurnished,True,20,double,False,4,False,9
home,18130189,4178.31,Bagmati,Bhaktapur,Bhaktapur Municipality,14,1,semi-furnished,True,25,,False,2,False,24
home,36801263,1203.4,Koshi,Jhapa,Birtamode Municipality,4,2,fully-furnished,True,20,,False,3,False,37
home,12972703,1829.0,Koshi,Jhapa,Birtamode Municipality,26,2,semi-furnished,False,13,,False,2,False,24
office,105615,1593.52,Bagmati,Lalitpur,Lalitpur Metropolitan City,25,0,semi-furnished,False,0,,False,2,True,5
office,95101,408.23,Bagmati,Lalitpur,Lalitpur Metropolitan City,15,0,unfurnished,False,13,,False,2,True,24
office,33033,2985.69,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,20,0,semi-furnished,True,25,,False,3,False,1
office,96640,2738.84,Koshi,Jhapa,Birtamode Municipality,5,0,unfurnished,True,30,,False,4,True,11
land,11257430,4142.21,Bagmati,Bhaktapur,Bhaktapur Municipality,29,0,,False,0,,False,0,False,0
home,22230904,1168.85,Bagmati,Bhaktapur,Bhaktapur Municipality,11,1,fully-furnished,True,20,,False,3,False,23
home,49168327,4903.83,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,28,1,fully-furnished,False,0,,False,3,False,34
home,40075538,3719.43,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,32,3,unfurnished,True,25,,False,1,False,2
land,17442695,1309.17,Gandaki,Kaski,Pokhara Metropolitan City,13,0,,False,10,,False,0,False,0
home,46762701,1965.06,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,23,4,fully-furnished,False,13,,False,4,False,10
office,108673,4740.28,Koshi,Jhapa,Birtamode Municipality,6,0,semi-furnished,True,20,,False,4,True,40
home,48471183,3167.3,Bagmati,Chitwan,Bharatpur Metropolitan City,24,5,unfurnished,True,16,,False,2,False,20
office,52440,4830.88,Koshi,Jhapa,Birtamode Municipality,2,0,fully-furnished,False,0,,False,2,False,4
land,21337698,4609.76,Koshi,Morang,Biratnagar Metropolitan City,24,0,,False,10,,False,0,False,0
room,22563,188.15,Gandaki,Kaski,Pokhara Metropolitan City,1,2,fully-furnished,True,10,1bhk,False,5,False,26
land,21924479,3711.96,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,23,0,,False,20,,False,0,False,0
land,29143152,1434.21,Bagmati,Chitwan,Bharatpur Metropolitan City,4,0,,False,10,,False,0,False,0
office,53955,3083.86,Koshi,Morang,Biratnagar Metropolitan City,31,0,fully-furnished,True,25,,False,3,True,24
land,19717598,3742.26,Bagmati,Chitwan,Bharatpur Metropolitan City,24,0,,False,25,,False,0,False,0
office,66399,2363.11,Koshi,Jhapa,Birtamode Municipality,12,0,semi-furnished,False,13,,False,7,True,19
room,13907,793.52,Bagmati,Lalitpur,Lalitpur Metropolitan City,27,0,fully-furnished,True,0,double,True,1,False,23
office,75572,4822.18,Bagmati,Chitwan,Bharatpur Metropolitan City,1,0,unfurnished,True,16,,False,8,True,25
home,40857931,3799.47,Bagmati,Kathmandu,Kathmandu Metropolitan City,1,3,fully-furnished,True,20,,False,4,False,10
home,13946873,1115.51,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,12,5,semi-furnished,True,16,,False,4,False,24
room,24368,404.16,Bagmati,Bhaktapur,Bhaktapur Municipality,8,0,semi-furnished,False,16,shared,False,2,False,0
home,48149230,4702.26,Koshi,Jhapa,Birtamode Municipality,20,5,fully-furnished,False,20,,False,4,False,3
land,26749340,2112.77,Koshi,Morang,Biratnagar Metropolitan City,30,0,,False,0,,False,0,False,0
room,8580,461.86,Bagmati,Kathmandu,Kathmandu Metropolitan City,12,0,semi-furnished,False,10,single,True,4,False,3
land,19786259,4008.62,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,10,0,,False,10,,False,0,False,0
office,76143,1706.64,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,24,0,fully-furnished,False,0,,False,8,False,10
room,21006,105.23,Bagmati,Bhaktapur,Bhaktapur Municipality,28,0,fully-furnished,False,0,double,False,4,False,23
land,35164941,3564.68,Koshi,Morang,Biratnagar Metropolitan City,11,0,,False,25,,False,0,False,0
land,36256978,2802.99,Bagmati,Chitwan,Bharatpur Metropolitan City,27,0,,False,30,,False,0,False,0
room,33483,551.67,Bagmati,Bhaktapur,Bhaktapur Municipality,26,1,fully-furnished,True,0,double,True,3,False,16
home,27960693,3648.9,Bagmati,Kathmandu,Kathmandu Metropolitan City,4,4,unfurnished,True,16,,False,4,False,18
office,52472,3876.23,Bagmati,Chitwan,Bharatpur Metropolitan City,6,0,unfurnished,True,25,,False,3,True,17
room,36125,699.7,Bagmati,Lalitpur,Lalitpur Metropolitan City,16,1,semi-furnished,True,20,1bhk,True,2,False,27
home,7574727,1355.64,Bagmati,Bhaktapur,Bhaktapur Municipality,8,3,fully-furnished,True,16,,False,1,False,39
land,38230219,2335.52,Gandaki,Kaski,Pokhara Metropolitan City,4,0,,False,13,,False,0,False,0
home,9117110,2589.52,Gandaki,Kaski,Pokhara Metropolitan City,22,5,semi-furnished,True,13,,False,1,False,17
room,24185,740.43,Koshi,Morang,Biratnagar Metropolitan City,23,1,fully-furnished,True,0,single,True,3,False,6
office,33207,4569.87,Bagmati,Chitwan,Bharatpur Metropolitan City,18,0,semi-furnished,True,13,,False,8,False,21
land,48832771,3576.47,Bagmati,Chitwan,Bharatpur Metropolitan City,7,0,,False,20,,False,0,False,0
room,31683,767.16,Bagmati,Bhaktapur,Bhaktapur Municipality,24,1,fully-furnished,False,10,1bhk,False,1,False,28
home,48913031,972.36,Bagmati,Lalitpur,Lalitpur Metropolitan City,8,2,fully-furnished,False,0,,False,1,False,34
room,21238,990.68,Koshi,Morang,Biratnagar Metropolitan City,31,1,fully-furnished,True,10,studio,False,5,False,11
office,28874,4580.99,Koshi,Morang,Biratnagar Metropolitan City,8,0,semi-furnished,False,20,,False,1,True,38
home,42995345,990.87,Bagmati,Chitwan,Bharatpur Metropolitan City,19,1,unfurnished,True,25,,False,4,False,31
land,37177092,2582.3,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,11,0,,False,16,,False,0,False,0
office,47122,3153.93,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,26,0,fully-furnished,True,10,,False,4,True,32
room,27422,867.23,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,20,1,unfurnished,True,10,double,True,5,False,7
land,21639923,4750.8,Bagmati,Chitwan,Bharatpur Metropolitan City,10,0,,False,10,,False,0,False,0
land,17091008,4955.01,Bagmati,Chitwan,Bharatpur Metropolitan City,16,0,,False,20,,False,0,False,0
land,27770563,3420.54,Bagmati,Lalitpur,Lalitpur Metropolitan City,23,0,,False,13,,False,0,False,0
room,48074,467.51,Bagmati,Lalitpur,Lalitpur Metropolitan City,9,1,semi-furnished,True,0,shared,True,3,False,5
land,49178642,3807.19,Bagmati,Chitwan,Bharatpur Metropolitan City,7,0,,False,16,,False,0,False,0
home,23038426,1726.68,Bagmati,Chitwan,Bharatpur Metropolitan City,29,2,unfurnished,False,10,,False,4,False,14
room,14140,911.95,Koshi,Jhapa,Birtamode Municipality,10,2,fully-furnished,False,10,double,True,5,False,15
room,19647,379.14,Bagmati,Bhaktapur,Bhaktapur Municipality,2,2,unfurnished,True,0,double,True,4,False,7
office,37995,3704.24,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,7,0,unfurnished,True,20,,False,2,False,24
land,46250462,3982.82,Bagmati,Kathmandu,Kathmandu Metropolitan City,1,0,,False,0,,False,0,False,0
home,47103052,1924.16,Bagmati,Bhaktapur,Bhaktapur Municipality,6,5,fully-furnished,True,30,,False,1,False,34
land,40772306,1298.69,Koshi,Morang,Biratnagar Metropolitan City,13,0,,False,16,,False,0,False,0
room,23978,531.02,Bagmati,Bhaktapur,Bhaktapur Municipality,22,0,unfurnished,False,20,single,True,1,False,3
room,35216,560.39,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,7,1,fully-furnished,True,0,double,False,4,False,4
room,33214,929.52,Koshi,Morang,Biratnagar Metropolitan City,15,0,semi-furnished,True,0,double,True,3,False,11
room,13557,424.44,Bagmati,Lalitpur,Lalitpur Metropolitan City,8,0,unfurnished,True,10,studio,False,5,False,5
home,24260616,3423.98,Koshi,Jhapa,Birtamode Municipality,20,3,fully-furnished,False,16,,False,3,False,16
land,12837427,4044.47,Bagmati,Lalitpur,Lalitpur Metropolitan City,10,0,,False,13,,False,0,False,0
office,122963,3690.31,Bagmati,Bhaktapur,Bhaktapur Municipality,29,0,semi-furnished,True,0,,False,7,False,9
room,33232,263.69,Bagmati,Lalitpur,Lalitpur Metropolitan City,9,1,semi-furnished,False,16,studio,False,5,False,25
home,41865533,2409.38,Koshi,Morang,Biratnagar Metropolitan City,16,4,unfurnished,False,20,,False,2,False,24
office,50827,3604.54,Bagmati,Lalitpur,Lalitpur Metropolitan City,15,0,semi-furnished,True,10,,False,1,False,35
home,28444316,1050.23,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,8,3,fully-furnished,False,16,,False,2,False,35
home,8749081,4276.85,Koshi,Jhapa,Birtamode Municipality,14,2,fully-furnished,True,16,,False,1,False,27
land,7950640,3549.81,Koshi,Morang,Biratnagar Metropolitan City,7,0,,False,16,,False,0,False,0
land,8301150,2270.55,Bagmati,Bhaktapur,Bhaktapur Municipality,10,0,,False,10,,False,0,False,0
land,15242301,1343.78,Bagmati,Lalitpur,Lalitpur Metropolitan City,27,0,,False,16,,False,0,False,0
room,30107,470.37,Bagmati,Bhaktapur,Bhaktapur Municipality,31,2,unfurnished,True,13,single,True,1,False,28
home,33428708,845.64,Bagmati,Kathmandu,Kathmandu Metropolitan City,11,4,unfurnished,False,20,,False,3,False,14
home,39997342,4887.11,Koshi,Jhapa,Birtamode Municipality,18,4,fully-furnished,True,16,,False,1,False,14
home,36436214,4229.55,Koshi,Jhapa,Birtamode Municipality,5,4,semi-furnished,False,30,,False,4,False,10
room,15104,275.26,Bagmati,Kathmandu,Kathmandu Metropolitan City,28,0,fully-furnished,False,20,shared,True,2,False,9
land,3736654,1611.21,Bagmati,Bhaktapur,Bhaktapur Municipality,5,0,,False,30,,False,0,False,0
home,7172098,3481.23,Bagmati,Chitwan,Bharatpur Metropolitan City,13,2,semi-furnished,True,20,,False,1,False,36
land,23710121,2052.7,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,4,0,,False,0,,False,0,False,0
room,28609,550.19,Koshi,Morang,Biratnagar Metropolitan City,26,2,unfurnished,False,10,2bhk,True,3,False,13
land,28643084,801.85,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,10,0,,False,16,,False,0,False,0
room,38350,236.38,Bagmati,Kathmandu,Kathmandu Metropolitan City,11,0,unfurnished,True,10,double,True,2,False,30
room,30218,806.82,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,29,1,semi-furnished,False,0,2bhk,False,2,False,6
home,6002724,1209.11,Bagmati,Lalitpur,Lalitpur Metropolitan City,32,2,semi-furnished,True,16,,False,1,False,29
home,23798355,1478.18,Koshi,Morang,Biratnagar Metropolitan City,19,5,semi-furnished,False,0,,False,1,False,11
room,36969,980.64,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,31,1,fully-furnished,False,0,shared,False,4,False,13
office,101871,2708.65,Bagmati,Bhaktapur,Bhaktapur Municipality,24,0,semi-furnished,False,0,,False,7,False,16
land,40634678,3708.9,Bagmati,Kathmandu,Kathmandu Metropolitan City,16,0,,False,0,,False,0,False,0
land,41261026,2316.03,Bagmati,Bhaktapur,Bhaktapur Municipality,19,0,,False,16,,False,0,False,0
home,49905934,4471.47,Bagmati,Lalitpur,Lalitpur Metropolitan City,25,1,semi-furnished,False,16,,False,4,False,6
home,31638519,4653.33,Bagmati,Lalitpur,Lalitpur Metropolitan City,7,4,fully-furnished,False,13,,False,1,False,20
office,82419,3600.77,Koshi,Morang,Biratnagar Metropolitan City,14,0,fully-furnished,False,16,,False,1,True,30
home,45337622,3186.47,Bagmati,Bhaktapur,Bhaktapur Municipality,21,4,fully-furnished,False,30,,False,4,False,30
land,48880413,4432.49,Gandaki,Kaski,Pokhara Metropolitan City,14,0,,False,16,,False,0,False,0
room,12538,175.23,Bagmati,Chitwan,Bharatpur Metropolitan City,12,1,semi-furnished,True,13,2bhk,False,4,False,16
room,14058,847.49,Gandaki,Kaski,Pokhara Metropolitan City,12,2,semi-furnished,False,10,double,False,4,False,15
home,43273317,2289.71,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,28,4,fully-furnished,True,0,,False,2,False,20
land,12897657,4554.95,Koshi,Morang,Biratnagar Metropolitan City,10,0,,False,16,,False,0,False,0
land,3246751,1830.05,Koshi,Morang,Biratnagar Metropolitan City,27,0,,False,16,,False,0,False,0
office,117741,471.48,Bagmati,Bhaktapur,Bhaktapur Municipality,7,0,fully-furnished,False,25,,False,3,False,13
home,43710837,4881.33,Koshi,Morang,Biratnagar Metropolitan City,13,1,semi-furnished,False,0,,False,3,False,19
land,33601473,3490.32,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,32,0,,False,16,,False,0,False,0
room,35908,845.37,Koshi,Jhapa,Birtamode Municipality,23,1,fully-furnished,True,16,studio,False,2,False,17
office,106455,1639.63,Bagmati,Bhaktapur,Bhaktapur Municipality,25,0,unfurnished,False,25,,False,5,True,5
land,30600511,3349.92,Bagmati,Lalitpur,Lalitpur Metropolitan City,2,0,,False,0,,False,0,False,0
land,5190133,2864.45,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,0,,False,25,,False,0,False,0
office,79589,1347.53,Bagmati,Chitwan,Bharatpur Metropolitan City,14,0,unfurnished,False,0,,False,4,False,7
office,104523,4567.57,Koshi,Morang,Biratnagar Metropolitan City,27,0,unfurnished,False,0,,False,6,True,32
room,35178,376.66,Bagmati,Chitwan,Bharatpur Metropolitan City,17,1,fully-furnished,False,0,single,True,2,False,25
room,45498,253.37,Koshi,Morang,Biratnagar Metropolitan City,22,2,fully-furnished,False,10,1bhk,False,1,False,25
home,16657968,4904.89,Koshi,Jhapa,Birtamode Municipality,25,4,semi-furnished,True,16,,False,2,False,6
land,45098623,4325.03,Bagmati,Bhaktapur,Bhaktapur Municipality,26,0,,False,13,,False,0,False,0
home,11258935,1655.8,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,21,1,semi-furnished,True,25,,False,2,False,1
land,11760928,808.75,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,25,0,,False,16,,False,0,False,0
home,19881741,3540.6,Koshi,Morang,Biratnagar Metropolitan City,16,3,fully-furnished,True,25,,False,4,False,16
room,49119,941.48,Bagmati,Kathmandu,Kathmandu Metropolitan City,6,0,unfurnished,True,0,studio,True,1,False,4
room,40390,183.5,Bagmati,Chitwan,Bharatpur Metropolitan City,12,1,fully-furnished,False,0,studio,True,4,False,2
land,28182894,3655.55,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,14,0,,False,13,,False,0,False,0
home,16990815,2054.77,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,12,5,unfurnished,True,0,,False,3,False,22
land,20079274,2943.52,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,0,,False,0,,False,0,False,0
land,13223768,2927.38,Gandaki,Kaski,Pokhara Metropolitan City,2,0,,False,10,,False,0,False,0
land,12298941,826.84,Koshi,Morang,Biratnagar Metropolitan City,14,0,,False,10,,False,0,False,0
home,18370604,1949.4,Bagmati,Lalitpur,Lalitpur Metropolitan City,18,1,semi-furnished,False,16,,False,4,False,27
office,45936,1475.44,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,13,0,unfurnished,False,16,,False,2,False,10
office,75540,4449.43,Gandaki,Kaski,Pokhara Metropolitan City,28,0,unfurnished,False,30,,False,6,True,38
office,69015,2965.57,Koshi,Jhapa,Birtamode Municipality,13,0,unfurnished,True,16,,False,3,True,32
office,134983,3138.25,Bagmati,Chitwan,Bharatpur Metropolitan City,19,0,unfurnished,False,16,,False,1,True,11
