propertyType,price,area,province,district,municipality,wardNo,bhk,furnished,parking,roadAccess,roomType,wifi,floorNumber,meetingRoom,propertyAgeYears,popularityScore
land,23504948,1560.32,Bagmati,Bhaktapur,Bhaktapur Municipality,26,0,,False,13,,False,0,False,0,55.15
land,46565770,1773.3,Bagmati,Lalitpur,Lalitpur Metropolitan City,11,0,,False,30,,False,0,False,0,59.73
office,134492,2422.0,Bagmati,Bhaktapur,Bhaktapur Municipality,21,0,unfurnished,True,13,,False,3,False,18,37.28
land,29406947,2280.68,Gandaki,Kaski,Pokhara Metropolitan City,27,0,,False,16,,False,0,False,0,56.52
land,46426594,4669.38,Gandaki,Kaski,Pokhara Metropolitan City,2,0,,False,20,,False,0,False,0,46.25
land,14325020,1552.54,Gandaki,Kaski,Pokhara Metropolitan City,30,0,,False,0,,False,0,False,0,49.28
office,145571,1001.48,Koshi,Jhapa,Birtamode Municipality,17,0,semi-furnished,True,20,,False,2,True,33,31.2
office,113528,857.01,Koshi,Jhapa,Birtamode Municipality,32,0,fully-furnished,True,30,,False,5,False,31,61.22
home,45270874,4396.62,Koshi,Jhapa,Birtamode Municipality,28,2,semi-furnished,True,16,,False,2,False,26,57.66
land,18803172,4897.35,Bagmati,Bhaktapur,Bhaktapur Municipality,19,0,,False,20,,False,0,False,0,54.41
home,48435243,3248.19,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,24,4,fully-furnished,True,16,,False,2,False,20,78.33
home,45077141,3775.5,Koshi,Jhapa,Birtamode Municipality,25,3,fully-furnished,True,20,,False,1,False,3,86.29
home,45693101,4614.55,Koshi,Morang,Biratnagar Metropolitan City,31,5,unfurnished,True,0,,False,3,False,32,56.57
room,16666,704.14,Koshi,Jhapa,Birtamode Municipality,26,0,unfurnished,True,13,double,False,3,False,28,13.72
home,40596138,2132.73,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,6,4,fully-furnished,False,0,,False,3,False,2,56.49
office,141403,3814.77,Bagmati,Bhaktapur,Bhaktapur Municipality,18,0,semi-furnished,False,13,,False,5,False,27,34.25
room,17913,787.31,Bagmati,Bhaktapur,Bhaktapur Municipality,32,2,fully-furnished,True,10,single,True,2,False,1,61.66
room,36601,735.37,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,11,0,semi-furnished,True,16,shared,False,4,False,15,49.24
home,18672337,2268.34,Bagmati,Lalitpur,Lalitpur Metropolitan City,8,3,fully-furnished,True,25,,False,3,False,36,66.91
land,8156340,2490.6,Gandaki,Kaski,Pokhara Metropolitan City,12,0,,False,10,,False,0,False,0,51.41
land,48722097,811.64,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,22,0,,False,25,,False,0,False,0,50.24
office,144678,3074.59,Bagmati,Lalitpur,Lalitpur Metropolitan City,24,0,fully-furnished,False,10,,False,1,True,29,43.44
office,20760,3092.76,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,18,0,semi-furnished,True,25,,False,8,False,36,28.61
home,23988722,4166.54,Bagmati,Bhaktapur,Bhaktapur Municipality,4,3,fully-furnished,True,20,,False,4,False,5,68.04
room,34143,316.07,Koshi,Jhapa,Birtamode Municipality,12,0,fully-furnished,True,10,studio,False,3,False,20,23.58
land,32015082,2810.63,Bagmati,Bhaktapur,Bhaktapur Municipality,20,0,,False,25,,False,0,False,0,49.28
home,29659610,3595.19,Bagmati,Chitwan,Bharatpur Metropolitan City,23,5,fully-furnished,False,16,,False,4,False,30,73.73
office,126298,3855.51,Bagmati,Chitwan,Bharatpur Metropolitan City,6,0,semi-furnished,True,16,,False,7,True,2,43.75
room,18162,708.8,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,30,2,unfurnished,True,13,studio,False,1,False,29,54.46
room,27687,985.77,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,10,1,unfurnished,False,13,1bhk,True,5,False,2,50.16
land,34182569,2475.98,Bagmati,Kathmandu,Kathmandu Metropolitan City,28,0,,False,25,,False,0,False,0,64.14
room,40993,627.01,Bagmati,Chitwan,Bharatpur Metropolitan City,17,0,fully-furnished,False,10,double,False,1,False,2,39.94
room,37818,628.49,Koshi,Jhapa,Birtamode Municipality,21,2,unfurnished,False,13,double,True,2,False,2,50.19
land,3392390,2997.82,Bagmati,Chitwan,Bharatpur Metropolitan City,28,0,,False,16,,False,0,False,0,42.63
land,33881017,3519.94,Bagmati,Lalitpur,Lalitpur Metropolitan City,11,0,,False,25,,False,0,False,0,60.4
office,147653,3206.95,Koshi,Jhapa,Birtamode Municipality,20,0,unfurnished,False,25,,False,7,False,5,65.04
home,6066040,1601.37,Bagmati,Bhaktapur,Bhaktapur Municipality,1,2,fully-furnished,True,16,,False,2,False,15,67.71
home,36099962,2063.86,Koshi,Jhapa,Birtamode Municipality,6,2,semi-furnished,False,0,,False,1,False,10,58.68
office,132695,2516.0,Bagmati,Bhaktapur,Bhaktapur Municipality,32,0,semi-furnished,True,10,,False,5,False,3,45.5
land,31976798,3410.76,Koshi,Morang,Biratnagar Metropolitan City,7,0,,False,16,,False,0,False,0,48.69
room,39857,538.75,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,3,2,fully-furnished,True,20,single,False,5,False,10,71.29
land,30993620,4539.37,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,18,0,,False,16,,False,0,False,0,39.25
office,77177,2407.13,Bagmati,Lalitpur,Lalitpur Metropolitan City,23,0,fully-furnished,True,13,,False,4,False,22,69.44
home,27760172,3268.17,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,15,5,unfurnished,False,10,,False,3,False,24,60.87
room,18618,819.78,Koshi,Jhapa,Birtamode Municipality,31,1,semi-furnished,True,16,double,True,2,False,5,44.69
land,36133329,4755.14,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,27,0,,False,13,,False,0,False,0,53.06
home,29077771,4996.9,Gandaki,Kaski,Pokhara Metropolitan City,4,3,semi-furnished,True,10,,False,1,False,4,73.75
office,35818,3202.55,Koshi,Morang,Biratnagar Metropolitan City,8,0,unfurnished,True,16,,False,5,False,22,42.29
room,41776,868.07,Bagmati,Kathmandu,Kathmandu Metropolitan City,10,0,unfurnished,True,16,studio,True,1,False,25,31.76
land,10922828,1418.3,Bagmati,Lalitpur,Lalitpur Metropolitan City,7,0,,False,30,,False,0,False,0,56.97
room,36935,755.51,Gandaki,Kaski,Pokhara Metropolitan City,11,2,unfurnished,True,10,2bhk,False,3,False,26,39.23
land,30900499,2588.17,Bagmati,Bhaktapur,Bhaktapur Municipality,13,0,,False,30,,False,0,False,0,60.23
home,38891501,2233.54,Bagmati,Kathmandu,Kathmandu Metropolitan City,31,2,fully-furnished,False,13,,False,4,False,23,72.03
home,14260642,4106.31,Gandaki,Kaski,Pokhara Metropolitan City,27,4,semi-furnished,False,16,,False,3,False,1,72.95
home,39718683,3814.03,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,1,1,fully-furnished,False,13,,False,4,False,10,50.25
land,47303672,3964.53,Koshi,Jhapa,Birtamode Municipality,26,0,,False,25,,False,0,False,0,54.75
land,48692456,2503.01,Bagmati,Bhaktapur,Bhaktapur Municipality,19,0,,False,25,,False,0,False,0,63.89
room,8517,918.31,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,21,1,unfurnished,True,16,studio,True,5,False,19,41.3
room,27761,797.86,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,26,0,fully-furnished,False,16,2bhk,True,5,False,17,57.35
home,25954904,2949.02,Bagmati,Chitwan,Bharatpur Metropolitan City,6,5,semi-furnished,True,0,,False,1,False,34,59.23
home,38908403,3851.34,Bagmati,Chitwan,Bharatpur Metropolitan City,20,1,unfurnished,True,30,,False,3,False,16,65.77
room,16175,142.96,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,8,2,semi-furnished,True,16,shared,True,5,False,18,27.41
home,49756402,2056.65,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,23,5,unfurnished,True,25,,False,4,False,33,46.23
land,15922164,2920.74,Gandaki,Kaski,Pokhara Metropolitan City,21,0,,False,30,,False,0,False,0,65.13
office,75796,988.8,Koshi,Morang,Biratnagar Metropolitan City,7,0,semi-furnished,True,0,,False,1,False,8,42.1
home,40316415,1127.91,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,4,unfurnished,False,30,,False,3,False,37,65.46
office,144232,3538.38,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,0,semi-furnished,False,30,,False,3,True,32,40.31
office,112343,908.11,Bagmati,Bhaktapur,Bhaktapur Municipality,30,0,unfurnished,True,25,,False,4,False,30,37.74
home,12970255,4671.13,Bagmati,Kathmandu,Kathmandu Metropolitan City,24,5,semi-furnished,True,0,,False,3,False,36,65.97
land,23463142,1206.29,Bagmati,Chitwan,Bharatpur Metropolitan City,10,0,,False,13,,False,0,False,0,49.58
room,17363,125.18,Bagmati,Chitwan,Bharatpur Metropolitan City,32,1,unfurnished,False,0,shared,False,2,False,5,21.4
land,7534179,3054.41,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,8,0,,False,30,,False,0,False,0,57.43
office,94155,2993.38,Bagmati,Kathmandu,Kathmandu Metropolitan City,31,0,semi-furnished,False,30,,False,7,False,38,49.71
home,49776426,3999.05,Bagmati,Bhaktapur,Bhaktapur Municipality,30,4,fully-furnished,False,0,,False,4,False,24,65.44
office,145577,2842.67,Gandaki,Kaski,Pokhara Metropolitan City,22,0,unfurnished,False,25,,False,5,True,10,48.88
room,13580,679.52,Bagmati,Kathmandu,Kathmandu Metropolitan City,8,1,unfurnished,True,20,1bhk,True,4,False,16,52.12
land,21452422,4838.22,Bagmati,Kathmandu,Kathmandu Metropolitan City,12,0,,False,30,,False,0,False,0,58.32
home,40805522,1155.52,Gandaki,Kaski,Pokhara Metropolitan City,29,5,semi-furnished,False,20,,False,1,False,31,62.64
room,9576,262.46,Bagmati,Kathmandu,Kathmandu Metropolitan City,28,1,semi-furnished,False,0,single,True,5,False,5,33.98
home,11014871,1873.33,Bagmati,Chitwan,Bharatpur Metropolitan City,12,2,semi-furnished,False,25,,False,2,False,3,71.08
home,25000074,3795.86,Koshi,Morang,Biratnagar Metropolitan City,2,4,fully-furnished,False,10,,False,4,False,20,56.54
office,51407,543.83,Bagmati,Chitwan,Bharatpur Metropolitan City,8,0,unfurnished,True,16,,False,7,True,17,50.13
room,12289,597.81,Bagmati,Kathmandu,Kathmandu Metropolitan City,30,2,fully-furnished,False,10,single,False,5,False,30,37.44
home,32296256,2079.37,Bagmati,Lalitpur,Lalitpur Metropolitan City,9,4,fully-furnished,True,30,,False,2,False,23,79.96
home,33437545,3057.65,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,16,5,semi-furnished,True,0,,False,4,False,39,44.95
home,37358972,1052.74,Bagmati,Chitwan,Bharatpur Metropolitan City,1,3,unfurnished,False,30,,False,4,False,22,75.64
room,43002,245.27,Gandaki,Kaski,Pokhara Metropolitan City,3,0,semi-furnished,True,16,2bhk,True,2,False,23,41.47
room,41083,289.77,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,28,1,unfurnished,False,13,2bhk,False,3,False,7,39.28
room,47289,513.82,Koshi,Morang,Biratnagar Metropolitan City,14,1,fully-furnished,True,0,1bhk,False,1,False,28,21.75
home,37814671,3134.32,Bagmati,Kathmandu,Kathmandu Metropolitan City,27,4,unfurnished,True,30,,False,1,False,34,71.32
office,126532,1959.08,Bagmati,Kathmandu,Kathmandu Metropolitan City,8,0,semi-furnished,False,16,,False,3,True,7,67.35
room,22517,500.12,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,13,0,semi-furnished,False,10,single,False,2,False,7,39.72
room,47716,352.68,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,3,1,fully-furnished,True,16,single,False,5,False,16,55.29
home,42963957,3571.32,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,13,5,unfurnished,True,0,,False,2,False,4,54.74
room,25978,892.9,Bagmati,Bhaktapur,Bhaktapur Municipality,15,1,unfurnished,True,20,1bhk,False,5,False,28,53.54
land,46622778,3456.16,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,28,0,,False,0,,False,0,False,0,61.95
office,109151,1587.97,Koshi,Morang,Biratnagar Metropolitan City,27,0,unfurnished,False,16,,False,6,True,14,38.28
room,28725,579.17,Bagmati,Kathmandu,Kathmandu Metropolitan City,27,0,semi-furnished,True,13,single,True,2,False,22,44.0
land,25093891,1546.57,Koshi,Jhapa,Birtamode Municipality,16,0,,False,13,,False,0,False,0,59.71
land,4612191,2763.86,Bagmati,Lalitpur,Lalitpur Metropolitan City,2,0,,False,20,,False,0,False,0,69.04
room,23621,197.06,Koshi,Morang,Biratnagar Metropolitan City,16,1,fully-furnished,False,20,double,True,5,False,19,33.55
land,8740136,3189.42,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,0,,False,0,,False,0,False,0,36.73
office,110880,4483.39,Bagmati,Kathmandu,Kathmandu Metropolitan City,21,0,fully-furnished,True,0,,False,8,True,19,43.35
land,40531172,3613.53,Koshi,Jhapa,Birtamode Municipality,7,0,,False,0,,False,0,False,0,26.21
office,118561,750.4,Bagmati,Chitwan,Bharatpur Metropolitan City,26,0,semi-furnished,True,30,,False,1,False,24,43.67
office,142891,1896.2,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,7,0,unfurnished,True,16,,False,6,True,6,40.78
land,15993251,3249.41,Bagmati,Lalitpur,Lalitpur Metropolitan City,5,0,,False,20,,False,0,False,0,49.33
room,48688,478.91,Bagmati,Bhaktapur,Bhaktapur Municipality,23,2,fully-furnished,True,10,single,True,2,False,9,55.57
room,43464,625.3,Koshi,Jhapa,Birtamode Municipality,20,1,fully-furnished,False,13,1bhk,False,3,False,11,47.29
home,42544048,1797.03,Bagmati,Kathmandu,Kathmandu Metropolitan City,4,1,semi-furnished,False,10,,False,2,False,40,67.91
land,34925368,1514.23,Gandaki,Kaski,Pokhara Metropolitan City,22,0,,False,25,,False,0,False,0,52.05
room,35439,654.49,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,22,1,fully-furnished,True,16,single,False,2,False,29,55.75
home,19303483,2759.45,Bagmati,Kathmandu,Kathmandu Metropolitan City,15,2,semi-furnished,False,30,,False,4,False,13,71.51
home,9948014,2323.83,Koshi,Jhapa,Birtamode Municipality,1,3,fully-furnished,True,10,,False,3,False,28,57.84
room,21049,977.78,Gandaki,Kaski,Pokhara Metropolitan City,3,1,semi-furnished,True,10,shared,True,3,False,27,52.26
home,16816355,1623.15,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,12,3,fully-furnished,True,30,,False,2,False,24,60.58
room,23738,374.57,Bagmati,Lalitpur,Lalitpur Metropolitan City,14,1,semi-furnished,True,20,1bhk,False,1,False,3,55.64
home,30380272,1605.06,Bagmati,Bhaktapur,Bhaktapur Municipality,13,3,semi-furnished,False,25,,False,2,False,2,76.85
room,11490,394.91,Gandaki,Kaski,Pokhara Metropolitan City,10,1,fully-furnished,False,10,2bhk,True,4,False,25,47.08
home,48290019,3955.49,Bagmati,Lalitpur,Lalitpur Metropolitan City,25,5,semi-furnished,False,20,,False,4,False,11,74.82
room,40426,744.08,Koshi,Morang,Biratnagar Metropolitan City,31,2,semi-furnished,False,20,2bhk,True,2,False,7,74.68
office,60107,2160.73,Gandaki,Kaski,Pokhara Metropolitan City,16,0,semi-furnished,False,20,,False,3,False,16,45.51
land,22800337,3931.98,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,9,0,,False,16,,False,0,False,0,40.39
room,38490,625.57,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,15,1,semi-furnished,False,16,studio,False,3,False,25,30.32
room,19768,444.13,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,18,2,fully-furnished,False,0,shared,True,3,False,26,33.32
land,9604123,4684.41,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,18,0,,False,0,,False,0,False,0,28.95
room,29873,591.42,Bagmati,Lalitpur,Lalitpur Metropolitan City,3,1,unfurnished,False,13,shared,False,2,False,22,48.34
room,26471,793.07,Bagmati,Bhaktapur,Bhaktapur Municipality,1,1,semi-furnished,False,20,2bhk,True,4,False,20,61.15
home,19084474,1755.83,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,26,4,fully-furnished,False,25,,False,4,False,21,62.79
room,35373,485.91,Bagmati,Lalitpur,Lalitpur Metropolitan City,13,1,semi-furnished,False,20,single,False,2,False,18,39.38
room,31243,549.82,Bagmati,Bhaktapur,Bhaktapur Municipality,1,1,fully-furnished,False,16,2bhk,False,5,False,9,54.47
land,13314044,4665.22,Koshi,Morang,Biratnagar Metropolitan City,3,0,,False,13,,False,0,False,0,40.21
office,28350,4758.86,Koshi,Jhapa,Birtamode Municipality,14,0,unfurnished,False,10,,False,8,True,21,32.01
room,44235,254.28,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,6,1,fully-furnished,False,0,double,True,1,False,29,31.4
room,42366,309.74,Koshi,Jhapa,Birtamode Municipality,14,0,semi-furnished,True,13,1bhk,True,2,False,10,24.93
office,36926,4951.1,Koshi,Jhapa,Birtamode Municipality,11,0,unfurnished,False,16,,False,2,False,13,47.63
home,49613479,2615.24,Bagmati,Bhaktapur,Bhaktapur Municipality,20,4,fully-furnished,False,20,,False,2,False,32,83.81
room,17351,106.7,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,13,2,fully-furnished,False,20,double,False,5,False,28,21.62
office,116638,3007.82,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,30,0,fully-furnished,False,25,,False,8,False,19,46.58
home,46455595,1846.37,Koshi,Jhapa,Birtamode Municipality,27,4,semi-furnished,False,25,,False,2,False,36,62.96
office,134103,1426.57,Bagmati,Lalitpur,Lalitpur Metropolitan City,3,0,fully-furnished,False,25,,False,5,True,13,67.0
office,30031,4977.99,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,8,0,fully-furnished,False,16,,False,8,True,16,50.83
land,45873613,814.89,Gandaki,Kaski,Pokhara Metropolitan City,30,0,,False,25,,False,0,False,0,77.53
office,132167,3806.0,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,22,0,fully-furnished,False,0,,False,1,False,7,41.8
room,12471,536.28,Bagmati,Bhaktapur,Bhaktapur Municipality,30,0,unfurnished,True,16,double,False,3,False,26,28.6
home,16894147,3349.35,Bagmati,Bhaktapur,Bhaktapur Municipality,2,3,fully-furnished,False,10,,False,1,False,0,57.76
home,19540640,2303.97,Bagmati,Chitwan,Bharatpur Metropolitan City,29,1,unfurnished,True,16,,False,1,False,40,41.16
land,32795442,3668.49,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,25,0,,False,0,,False,0,False,0,36.69
land,19757068,3998.59,Bagmati,Kathmandu,Kathmandu Metropolitan City,25,0,,False,13,,False,0,False,0,68.99
home,6875301,867.36,Gandaki,Kaski,Pokhara Metropolitan City,6,1,semi-furnished,True,25,,False,1,False,14,62.13
home,39393299,984.85,Bagmati,Lalitpur,Lalitpur Metropolitan City,11,1,semi-furnished,False,20,,False,2,False,39,60.14
office,48020,867.78,Gandaki,Kaski,Pokhara Metropolitan City,28,0,fully-furnished,False,13,,False,3,True,25,51.76
land,17770405,1614.9,Koshi,Morang,Biratnagar Metropolitan City,25,0,,False,0,,False,0,False,0,52.0
room,22323,160.6,Bagmati,Chitwan,Bharatpur Metropolitan City,3,2,semi-furnished,False,0,2bhk,True,3,False,30,42.72
room,16711,710.11,Bagmati,Lalitpur,Lalitpur Metropolitan City,25,1,fully-furnished,False,16,single,False,1,False,19,44.47
office,112357,2666.07,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,15,0,fully-furnished,True,0,,False,2,False,15,40.75
home,30133855,1051.68,Koshi,Jhapa,Birtamode Municipality,6,4,semi-furnished,True,10,,False,4,False,13,70.5
home,27058002,3904.87,Bagmati,Kathmandu,Kathmandu Metropolitan City,29,2,semi-furnished,False,25,,False,1,False,33,68.34
room,29710,306.11,Koshi,Jhapa,Birtamode Municipality,2,1,fully-furnished,True,20,single,True,2,False,19,61.34
room,8396,498.12,Koshi,Jhapa,Birtamode Municipality,12,0,semi-furnished,True,10,single,True,2,False,4,46.02
home,10245531,1792.5,Bagmati,Lalitpur,Lalitpur Metropolitan City,14,4,unfurnished,False,13,,False,2,False,12,59.07
office,59728,3147.5,Gandaki,Kaski,Pokhara Metropolitan City,12,0,semi-furnished,False,25,,False,4,False,30,53.37
room,38848,439.95,Bagmati,Lalitpur,Lalitpur Metropolitan City,26,2,semi-furnished,False,10,studio,True,4,False,13,56.92
room,19514,597.57,Bagmati,Lalitpur,Lalitpur Metropolitan City,10,1,semi-furnished,False,13,studio,False,4,False,17,50.61
land,34491403,1287.62,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,22,0,,False,10,,False,0,False,0,53.78
home,38601395,853.9,Bagmati,Bhaktapur,Bhaktapur Municipality,1,3,semi-furnished,False,16,,False,4,False,23,70.38
office,97110,3312.93,Koshi,Jhapa,Birtamode Municipality,20,0,fully-furnished,False,0,,False,2,False,36,41.7
home,28392719,4819.81,Bagmati,Bhaktapur,Bhaktapur Municipality,28,5,unfurnished,False,25,,False,3,False,3,83.34
office,24522,1439.06,Koshi,Jhapa,Birtamode Municipality,16,0,semi-furnished,True,25,,False,3,False,38,48.75
home,43811860,1839.14,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,17,2,fully-furnished,True,30,,False,1,False,24,71.0
land,14128233,4466.83,Koshi,Jhapa,Birtamode Municipality,13,0,,False,30,,False,0,False,0,53.65
room,42943,550.58,Koshi,Jhapa,Birtamode Municipality,20,2,unfurnished,False,16,2bhk,True,1,False,20,46.84
home,31707329,3944.67,Koshi,Morang,Biratnagar Metropolitan City,18,3,fully-furnished,True,30,,False,4,False,0,74.94
land,46924173,2957.34,Bagmati,Lalitpur,Lalitpur Metropolitan City,27,0,,False,13,,False,0,False,0,56.64
home,14014872,2373.54,Koshi,Jhapa,Birtamode Municipality,12,2,semi-furnished,True,20,,False,1,False,28,51.69
home,17262762,1047.72,Gandaki,Kaski,Pokhara Metropolitan City,13,2,semi-furnished,False,16,,False,1,False,40,55.6
land,11367239,1068.54,Bagmati,Bhaktapur,Bhaktapur Municipality,19,0,,False,13,,False,0,False,0,62.48
room,39319,627.08,Bagmati,Lalitpur,Lalitpur Metropolitan City,2,2,unfurnished,True,0,single,False,1,False,21,37.0
land,3487341,2946.04,Bagmati,Kathmandu,Kathmandu Metropolitan City,14,0,,False,16,,False,0,False,0,54.69
